card_id,category,item,scrap_date
104309289,Экстерьер,легкосплавные диски,2023-05-03 12:47:46
104309289,Экстерьер,фаркоп,2023-05-03 12:47:46
104309289,Системы безопасности,сигнализация,2023-05-03 12:47:46
104309289,Интерьер,тёмный,2023-05-03 12:47:46
104309289,Интерьер,ткань,2023-05-03 12:47:46
104309289,Комфорт,автозапуск двигателя,2023-05-03 12:47:46
104309289,Комфорт,передние электро-стеклоподъёмники,2023-05-03 12:47:46
104309289,Обогрев,сидений,2023-05-03 12:47:46
104309289,Обогрев,зеркал,2023-05-03 12:47:46
104309289,Климат,кондиционер,2023-05-03 12:47:46
104309289,Мультимедиа,AUX или iPod,2023-05-03 12:47:46
104309289,Мультимедиа,CD или MP3,2023-05-03 12:47:46
104309289,Мультимедиа,USB,2023-05-03 12:47:46
104309289,Фары,противотуманные,2023-05-03 12:47:46
104324664,Экстерьер,легкосплавные диски,2023-05-03 12:47:46
104324664,Системы безопасности,ABS,2023-05-03 12:47:46
104324664,Системы безопасности,ESP,2023-05-03 12:47:46
104324664,Системы безопасности,антипробуксовочная,2023-05-03 12:47:46
104324664,Системы безопасности,иммобилайзер,2023-05-03 12:47:46
104324664,Подушки,передние,2023-05-03 12:47:46
104324664,Системы помощи,датчик дождя,2023-05-03 12:47:46
104324664,Интерьер,тёмный,2023-05-03 12:47:46
104324664,Интерьер,ткань,2023-05-03 12:47:46
104324664,Комфорт,управление мультимедиа с руля,2023-05-03 12:47:46
104324664,Комфорт,передние электро-стеклоподъёмники,2023-05-03 12:47:46
104324664,Комфорт,задние электро-стеклоподъёмники,2023-05-03 12:47:46
104324664,Климат,кондиционер,2023-05-03 12:47:46
104324664,Мультимедиа,AUX или iPod,2023-05-03 12:47:46
104324664,Мультимедиа,Bluetooth,2023-05-03 12:47:46
104324664,Мультимедиа,USB,2023-05-03 12:47:46
104324664,Мультимедиа,мультимедийный экран,2023-05-03 12:47:46
104324664,Фары,противотуманные,2023-05-03 12:47:46
104422519,Интерьер,светлый,2023-05-03 12:47:48
104422519,Интерьер,велюр,2023-05-03 12:47:48
104277078,Экстерьер,легкосплавные диски,2023-05-03 12:47:49
104277078,Экстерьер,рейлинги на крыше,2023-05-03 12:47:49
104277078,Системы безопасности,ABS,2023-05-03 12:47:49
104277078,Системы безопасности,ESP,2023-05-03 12:47:49
104277078,Системы безопасности,антипробуксовочная,2023-05-03 12:47:49
104277078,Системы безопасности,иммобилайзер,2023-05-03 12:47:49
104277078,Подушки,передние,2023-05-03 12:47:49
104277078,Подушки,боковые,2023-05-03 12:47:49
104277078,Подушки,задние,2023-05-03 12:47:49
104277078,Системы помощи,датчик дождя,2023-05-03 12:47:49
104277078,Системы помощи,камера заднего вида,2023-05-03 12:47:49
104277078,Системы помощи,парктроники,2023-05-03 12:47:49
104277078,Интерьер,тёмный,2023-05-03 12:47:49
104277078,Интерьер,искусственная кожа,2023-05-03 12:47:49
104277078,Комфорт,круиз-контроль,2023-05-03 12:47:49
104277078,Комфорт,управление мультимедиа с руля,2023-05-03 12:47:49
104277078,Комфорт,электрорегулировка сидений,2023-05-03 12:47:49
104277078,Комфорт,передние электро-стеклоподъёмники,2023-05-03 12:47:49
104277078,Комфорт,задние электро-стеклоподъёмники,2023-05-03 12:47:49
104277078,Обогрев,сидений,2023-05-03 12:47:49
104277078,Обогрев,лобового стекла,2023-05-03 12:47:49
104277078,Обогрев,зеркал,2023-05-03 12:47:49
104277078,Обогрев,руля,2023-05-03 12:47:49
104277078,Климат,климат-контроль,2023-05-03 12:47:49
104277078,Климат,кондиционер,2023-05-03 12:47:49
104277078,Мультимедиа,Bluetooth,2023-05-03 12:47:49
104277078,Мультимедиа,USB,2023-05-03 12:47:49
104277078,Мультимедиа,мультимедийный экран,2023-05-03 12:47:49
104277078,Фары,светодиодные,2023-05-03 12:47:49
104313870,Экстерьер,легкосплавные диски,2023-05-03 12:47:49
104313870,Экстерьер,рейлинги на крыше,2023-05-03 12:47:49
104313870,Системы безопасности,ABS,2023-05-03 12:47:49
104313870,Системы безопасности,ESP,2023-05-03 12:47:49
104313870,Системы безопасности,антипробуксовочная,2023-05-03 12:47:49
104313870,Системы безопасности,иммобилайзер,2023-05-03 12:47:49
104313870,Подушки,передние,2023-05-03 12:47:49
104313870,Подушки,боковые,2023-05-03 12:47:49
104313870,Подушки,задние,2023-05-03 12:47:49
104313870,Системы помощи,камера заднего вида,2023-05-03 12:47:49
104313870,Системы помощи,парктроники,2023-05-03 12:47:49
104313870,Системы помощи,контроль мертвых зон на зеркалах,2023-05-03 12:47:49
104313870,Интерьер,тёмный,2023-05-03 12:47:49
104313870,Интерьер,искусственная кожа,2023-05-03 12:47:49
104313870,Интерьер,панорамная крыша,2023-05-03 12:47:49
104313870,Интерьер,люк,2023-05-03 12:47:49
104313870,Комфорт,автозапуск двигателя,2023-05-03 12:47:49
104313870,Комфорт,круиз-контроль,2023-05-03 12:47:49
104313870,Комфорт,управление мультимедиа с руля,2023-05-03 12:47:49
104313870,Комфорт,электрорегулировка сидений,2023-05-03 12:47:49
104313870,Комфорт,передние электро-стеклоподъёмники,2023-05-03 12:47:49
104313870,Комфорт,задние электро-стеклоподъёмники,2023-05-03 12:47:49
104313870,Обогрев,сидений,2023-05-03 12:47:49
104313870,Обогрев,зеркал,2023-05-03 12:47:49
104313870,Обогрев,руля,2023-05-03 12:47:49
104313870,Климат,климат-контроль,2023-05-03 12:47:49
104313870,Мультимедиа,AUX или iPod,2023-05-03 12:47:49
104313870,Мультимедиа,Bluetooth,2023-05-03 12:47:49
104313870,Мультимедиа,USB,2023-05-03 12:47:49
104313870,Мультимедиа,мультимедийный экран,2023-05-03 12:47:49
104313870,Фары,противотуманные,2023-05-03 12:47:49
104313870,Фары,светодиодные,2023-05-03 12:47:49
104187872,Экстерьер,легкосплавные диски,2023-05-03 12:47:50
104187872,Экстерьер,рейлинги на крыше,2023-05-03 12:47:50
104187872,Системы безопасности,ABS,2023-05-03 12:47:50
104187872,Системы безопасности,ESP,2023-05-03 12:47:50
104187872,Системы безопасности,антипробуксовочная,2023-05-03 12:47:50
104187872,Системы безопасности,иммобилайзер,2023-05-03 12:47:50
104187872,Подушки,передние,2023-05-03 12:47:50
104187872,Системы помощи,камера заднего вида,2023-05-03 12:47:50
104187872,Системы помощи,парктроники,2023-05-03 12:47:50
104187872,Интерьер,тёмный,2023-05-03 12:47:50
104187872,Интерьер,комбинированные материалы,2023-05-03 12:47:50
104187872,Интерьер,люк,2023-05-03 12:47:50
104187872,Комфорт,круиз-контроль,2023-05-03 12:47:50
104187872,Комфорт,управление мультимедиа с руля,2023-05-03 12:47:50
104187872,Комфорт,передние электро-стеклоподъёмники,2023-05-03 12:47:50
104187872,Комфорт,задние электро-стеклоподъёмники,2023-05-03 12:47:50
104187872,Обогрев,зеркал,2023-05-03 12:47:50
104187872,Климат,климат-контроль,2023-05-03 12:47:50
104187872,Мультимедиа,Bluetooth,2023-05-03 12:47:50
104187872,Мультимедиа,USB,2023-05-03 12:47:50
104187872,Мультимедиа,мультимедийный экран,2023-05-03 12:47:50
104324096,Экстерьер,легкосплавные диски,2023-05-03 12:47:51
104324096,Экстерьер,рейлинги на крыше,2023-05-03 12:47:51
104324096,Системы безопасности,ABS,2023-05-03 12:47:51
104324096,Системы безопасности,ESP,2023-05-03 12:47:51
104324096,Системы безопасности,антипробуксовочная,2023-05-03 12:47:51
104324096,Системы безопасности,иммобилайзер,2023-05-03 12:47:51
104324096,Подушки,передние,2023-05-03 12:47:51
104324096,Системы помощи,камера заднего вида,2023-05-03 12:47:51
104324096,Системы помощи,парктроники,2023-05-03 12:47:51
104324096,Интерьер,тёмный,2023-05-03 12:47:51
104324096,Интерьер,комбинированные материалы,2023-05-03 12:47:51
104324096,Интерьер,люк,2023-05-03 12:47:51
104324096,Комфорт,круиз-контроль,2023-05-03 12:47:51
104324096,Комфорт,управление мультимедиа с руля,2023-05-03 12:47:51
104324096,Комфорт,передние электро-стеклоподъёмники,2023-05-03 12:47:51
104324096,Комфорт,задние электро-стеклоподъёмники,2023-05-03 12:47:51
104324096,Обогрев,зеркал,2023-05-03 12:47:51
104324096,Климат,климат-контроль,2023-05-03 12:47:51
104324096,Мультимедиа,Bluetooth,2023-05-03 12:47:51
104324096,Мультимедиа,USB,2023-05-03 12:47:51
104324096,Мультимедиа,мультимедийный экран,2023-05-03 12:47:51
104324093,Экстерьер,легкосплавные диски,2023-05-03 12:47:52
104324093,Экстерьер,рейлинги на крыше,2023-05-03 12:47:52
104324093,Системы безопасности,ABS,2023-05-03 12:47:52
104324093,Системы безопасности,ESP,2023-05-03 12:47:52
104324093,Системы безопасности,антипробуксовочная,2023-05-03 12:47:52
104324093,Системы безопасности,иммобилайзер,2023-05-03 12:47:52
104324093,Подушки,передние,2023-05-03 12:47:52
104324093,Системы помощи,камера заднего вида,2023-05-03 12:47:52
104324093,Системы помощи,парктроники,2023-05-03 12:47:52
104324093,Интерьер,тёмный,2023-05-03 12:47:52
104324093,Интерьер,комбинированные материалы,2023-05-03 12:47:52
104324093,Интерьер,люк,2023-05-03 12:47:52
104324093,Комфорт,круиз-контроль,2023-05-03 12:47:52
104324093,Комфорт,управление мультимедиа с руля,2023-05-03 12:47:52
104324093,Комфорт,передние электро-стеклоподъёмники,2023-05-03 12:47:52
104324093,Комфорт,задние электро-стеклоподъёмники,2023-05-03 12:47:52
104324093,Обогрев,зеркал,2023-05-03 12:47:52
104324093,Климат,климат-контроль,2023-05-03 12:47:52
104324093,Мультимедиа,Bluetooth,2023-05-03 12:47:52
104324093,Мультимедиа,USB,2023-05-03 12:47:52
104324093,Мультимедиа,мультимедийный экран,2023-05-03 12:47:52
104187874,Экстерьер,легкосплавные диски,2023-05-03 12:47:52
104187874,Экстерьер,рейлинги на крыше,2023-05-03 12:47:52
104187874,Системы безопасности,ABS,2023-05-03 12:47:52
104187874,Системы безопасности,ESP,2023-05-03 12:47:52
104187874,Системы безопасности,антипробуксовочная,2023-05-03 12:47:52
104187874,Системы безопасности,иммобилайзер,2023-05-03 12:47:52
104187874,Подушки,передние,2023-05-03 12:47:52
104187874,Системы помощи,камера заднего вида,2023-05-03 12:47:52
104187874,Системы помощи,парктроники,2023-05-03 12:47:52
104187874,Интерьер,тёмный,2023-05-03 12:47:52
104187874,Интерьер,комбинированные материалы,2023-05-03 12:47:52
104187874,Интерьер,люк,2023-05-03 12:47:52
104187874,Комфорт,круиз-контроль,2023-05-03 12:47:52
104187874,Комфорт,управление мультимедиа с руля,2023-05-03 12:47:52
104187874,Комфорт,передние электро-стеклоподъёмники,2023-05-03 12:47:52
104187874,Комфорт,задние электро-стеклоподъёмники,2023-05-03 12:47:52
104187874,Обогрев,зеркал,2023-05-03 12:47:52
104187874,Климат,климат-контроль,2023-05-03 12:47:52
104187874,Мультимедиа,Bluetooth,2023-05-03 12:47:52
104187874,Мультимедиа,USB,2023-05-03 12:47:52
104187874,Мультимедиа,мультимедийный экран,2023-05-03 12:47:52
104324135,Экстерьер,легкосплавные диски,2023-05-03 12:47:53
104324135,Экстерьер,рейлинги на крыше,2023-05-03 12:47:53
104324135,Системы безопасности,ABS,2023-05-03 12:47:53
104324135,Системы безопасности,ESP,2023-05-03 12:47:53
104324135,Системы безопасности,антипробуксовочная,2023-05-03 12:47:53
104324135,Системы безопасности,иммобилайзер,2023-05-03 12:47:53
104324135,Подушки,передние,2023-05-03 12:47:53
104324135,Подушки,боковые,2023-05-03 12:47:53
104324135,Системы помощи,камера заднего вида,2023-05-03 12:47:53
104324135,Системы помощи,парктроники,2023-05-03 12:47:53
104324135,Интерьер,тёмный,2023-05-03 12:47:53
104324135,Интерьер,искусственная кожа,2023-05-03 12:47:53
104324135,Интерьер,люк,2023-05-03 12:47:53
104324135,Комфорт,круиз-контроль,2023-05-03 12:47:53
104324135,Комфорт,управление мультимедиа с руля,2023-05-03 12:47:53
104324135,Комфорт,электрорегулировка сидений,2023-05-03 12:47:53
104324135,Комфорт,передние электро-стеклоподъёмники,2023-05-03 12:47:53
104324135,Комфорт,задние электро-стеклоподъёмники,2023-05-03 12:47:53
104324135,Обогрев,сидений,2023-05-03 12:47:53
104324135,Обогрев,зеркал,2023-05-03 12:47:53
104324135,Климат,климат-контроль,2023-05-03 12:47:53
104324135,Мультимедиа,Bluetooth,2023-05-03 12:47:53
104324135,Мультимедиа,USB,2023-05-03 12:47:53
104324135,Мультимедиа,мультимедийный экран,2023-05-03 12:47:53
104324135,Фары,светодиодные,2023-05-03 12:47:53
104339543,Экстерьер,легкосплавные диски,2023-05-03 12:47:54
104339543,Экстерьер,рейлинги на крыше,2023-05-03 12:47:54
104339543,Системы безопасности,ABS,2023-05-03 12:47:54
104339543,Системы безопасности,ESP,2023-05-03 12:47:54
104339543,Системы безопасности,антипробуксовочная,2023-05-03 12:47:54
104339543,Системы безопасности,иммобилайзер,2023-05-03 12:47:54
104339543,Подушки,передние,2023-05-03 12:47:54
104339543,Системы помощи,камера заднего вида,2023-05-03 12:47:54
104339543,Системы помощи,парктроники,2023-05-03 12:47:54
104339543,Интерьер,тёмный,2023-05-03 12:47:54
104339543,Интерьер,комбинированные материалы,2023-05-03 12:47:54
104339543,Интерьер,люк,2023-05-03 12:47:54
104339543,Комфорт,круиз-контроль,2023-05-03 12:47:54
104339543,Комфорт,управление мультимедиа с руля,2023-05-03 12:47:54
104339543,Комфорт,передние электро-стеклоподъёмники,2023-05-03 12:47:54
104339543,Комфорт,задние электро-стеклоподъёмники,2023-05-03 12:47:54
104339543,Обогрев,зеркал,2023-05-03 12:47:54
104339543,Климат,климат-контроль,2023-05-03 12:47:54
104339543,Мультимедиа,Bluetooth,2023-05-03 12:47:54
104339543,Мультимедиа,USB,2023-05-03 12:47:54
104339543,Мультимедиа,мультимедийный экран,2023-05-03 12:47:54
104339540,Экстерьер,легкосплавные диски,2023-05-03 12:47:54
104339540,Экстерьер,рейлинги на крыше,2023-05-03 12:47:54
104339540,Системы безопасности,ABS,2023-05-03 12:47:54
104339540,Системы безопасности,ESP,2023-05-03 12:47:54
104339540,Системы безопасности,антипробуксовочная,2023-05-03 12:47:54
104339540,Системы безопасности,иммобилайзер,2023-05-03 12:47:54
104339540,Подушки,передние,2023-05-03 12:47:54
104339540,Системы помощи,камера заднего вида,2023-05-03 12:47:54
104339540,Системы помощи,парктроники,2023-05-03 12:47:54
104339540,Интерьер,тёмный,2023-05-03 12:47:54
104339540,Интерьер,комбинированные материалы,2023-05-03 12:47:54
104339540,Интерьер,люк,2023-05-03 12:47:54
104339540,Комфорт,круиз-контроль,2023-05-03 12:47:54
104339540,Комфорт,управление мультимедиа с руля,2023-05-03 12:47:54
104339540,Комфорт,передние электро-стеклоподъёмники,2023-05-03 12:47:54
104339540,Комфорт,задние электро-стеклоподъёмники,2023-05-03 12:47:54
104339540,Обогрев,зеркал,2023-05-03 12:47:54
104339540,Климат,климат-контроль,2023-05-03 12:47:54
104339540,Мультимедиа,Bluetooth,2023-05-03 12:47:54
104339540,Мультимедиа,USB,2023-05-03 12:47:54
104339540,Мультимедиа,мультимедийный экран,2023-05-03 12:47:54
104339533,Экстерьер,легкосплавные диски,2023-05-03 12:47:55
104339533,Экстерьер,рейлинги на крыше,2023-05-03 12:47:55
104339533,Системы безопасности,ABS,2023-05-03 12:47:55
104339533,Системы безопасности,ESP,2023-05-03 12:47:55
104339533,Системы безопасности,антипробуксовочная,2023-05-03 12:47:55
104339533,Системы безопасности,иммобилайзер,2023-05-03 12:47:55
104339533,Подушки,передние,2023-05-03 12:47:55
104339533,Системы помощи,камера заднего вида,2023-05-03 12:47:55
104339533,Системы помощи,парктроники,2023-05-03 12:47:55
104339533,Интерьер,тёмный,2023-05-03 12:47:55
104339533,Интерьер,комбинированные материалы,2023-05-03 12:47:55
104339533,Интерьер,люк,2023-05-03 12:47:55
104339533,Комфорт,круиз-контроль,2023-05-03 12:47:55
104339533,Комфорт,управление мультимедиа с руля,2023-05-03 12:47:55
104339533,Комфорт,передние электро-стеклоподъёмники,2023-05-03 12:47:55
104339533,Комфорт,задние электро-стеклоподъёмники,2023-05-03 12:47:55
104339533,Обогрев,зеркал,2023-05-03 12:47:55
104339533,Климат,климат-контроль,2023-05-03 12:47:55
104339533,Мультимедиа,Bluetooth,2023-05-03 12:47:55
104339533,Мультимедиа,USB,2023-05-03 12:47:55
104339533,Мультимедиа,мультимедийный экран,2023-05-03 12:47:55
104324219,Экстерьер,легкосплавные диски,2023-05-03 12:47:55
104324219,Экстерьер,рейлинги на крыше,2023-05-03 12:47:55
104324219,Системы безопасности,ABS,2023-05-03 12:47:55
104324219,Системы безопасности,ESP,2023-05-03 12:47:55
104324219,Системы безопасности,антипробуксовочная,2023-05-03 12:47:55
104324219,Системы безопасности,иммобилайзер,2023-05-03 12:47:55
104324219,Подушки,передние,2023-05-03 12:47:55
104324219,Подушки,боковые,2023-05-03 12:47:55
104324219,Системы помощи,камера заднего вида,2023-05-03 12:47:55
104324219,Системы помощи,парктроники,2023-05-03 12:47:55
104324219,Интерьер,тёмный,2023-05-03 12:47:55
104324219,Интерьер,искусственная кожа,2023-05-03 12:47:55
104324219,Интерьер,люк,2023-05-03 12:47:55
104324219,Комфорт,круиз-контроль,2023-05-03 12:47:55
104324219,Комфорт,управление мультимедиа с руля,2023-05-03 12:47:55
104324219,Комфорт,электрорегулировка сидений,2023-05-03 12:47:55
104324219,Комфорт,передние электро-стеклоподъёмники,2023-05-03 12:47:55
104324219,Комфорт,задние электро-стеклоподъёмники,2023-05-03 12:47:55
104324219,Обогрев,сидений,2023-05-03 12:47:55
104324219,Обогрев,зеркал,2023-05-03 12:47:55
104324219,Климат,климат-контроль,2023-05-03 12:47:55
104324219,Мультимедиа,Bluetooth,2023-05-03 12:47:55
104324219,Мультимедиа,USB,2023-05-03 12:47:55
104324219,Мультимедиа,мультимедийный экран,2023-05-03 12:47:55
104324219,Фары,светодиодные,2023-05-03 12:47:55
104324101,Экстерьер,легкосплавные диски,2023-05-03 12:47:56
104324101,Экстерьер,рейлинги на крыше,2023-05-03 12:47:56
104324101,Системы безопасности,ABS,2023-05-03 12:47:56
104324101,Системы безопасности,ESP,2023-05-03 12:47:56
104324101,Системы безопасности,антипробуксовочная,2023-05-03 12:47:56
104324101,Системы безопасности,иммобилайзер,2023-05-03 12:47:56
104324101,Подушки,передние,2023-05-03 12:47:56
104324101,Системы помощи,камера заднего вида,2023-05-03 12:47:56
104324101,Системы помощи,парктроники,2023-05-03 12:47:56
104324101,Интерьер,тёмный,2023-05-03 12:47:56
104324101,Интерьер,комбинированные материалы,2023-05-03 12:47:56
104324101,Интерьер,люк,2023-05-03 12:47:56
104324101,Комфорт,круиз-контроль,2023-05-03 12:47:56
104324101,Комфорт,управление мультимедиа с руля,2023-05-03 12:47:56
104324101,Комфорт,передние электро-стеклоподъёмники,2023-05-03 12:47:56
104324101,Комфорт,задние электро-стеклоподъёмники,2023-05-03 12:47:56
104324101,Обогрев,зеркал,2023-05-03 12:47:56
104324101,Климат,климат-контроль,2023-05-03 12:47:56
104324101,Мультимедиа,Bluetooth,2023-05-03 12:47:56
104324101,Мультимедиа,USB,2023-05-03 12:47:56
104324101,Мультимедиа,мультимедийный экран,2023-05-03 12:47:56
104339546,Экстерьер,легкосплавные диски,2023-05-03 12:47:57
104339546,Экстерьер,рейлинги на крыше,2023-05-03 12:47:57
104339546,Системы безопасности,ABS,2023-05-03 12:47:57
104339546,Системы безопасности,ESP,2023-05-03 12:47:57
104339546,Системы безопасности,антипробуксовочная,2023-05-03 12:47:57
104339546,Системы безопасности,иммобилайзер,2023-05-03 12:47:57
104339546,Подушки,передние,2023-05-03 12:47:57
104339546,Системы помощи,камера заднего вида,2023-05-03 12:47:57
104339546,Системы помощи,парктроники,2023-05-03 12:47:57
104339546,Интерьер,тёмный,2023-05-03 12:47:57
104339546,Интерьер,комбинированные материалы,2023-05-03 12:47:57
104339546,Интерьер,люк,2023-05-03 12:47:57
104339546,Комфорт,круиз-контроль,2023-05-03 12:47:57
104339546,Комфорт,управление мультимедиа с руля,2023-05-03 12:47:57
104339546,Комфорт,передние электро-стеклоподъёмники,2023-05-03 12:47:57
104339546,Комфорт,задние электро-стеклоподъёмники,2023-05-03 12:47:57
104339546,Обогрев,зеркал,2023-05-03 12:47:57
104339546,Климат,климат-контроль,2023-05-03 12:47:57
104339546,Мультимедиа,Bluetooth,2023-05-03 12:47:57
104339546,Мультимедиа,USB,2023-05-03 12:47:57
104339546,Мультимедиа,мультимедийный экран,2023-05-03 12:47:57
